1;1;7
2;1;7,03333333333333
3;1;7,06666666666667
4;1;7,06666666666667
1;2;7,13333333333333
2;2;10,4
3;2;10,4
4;2;14,0666666666667
1;3;7,1
2;3;14,0666666666667
3;3;20,3333333333333
4;3;16,8666666666667
1;4;7,13333333333333
2;4;13,6333333333333
3;4;20,5666666666667
4;4;20,5
1;5;7,13333333333333
2;5;14,1666666666667
3;5;20,6
4;5;22,8333333333333
1;6;7,13333333333333
2;6;14,2
3;6;21
4;6;23,2333333333333
1;7;7,13333333333333
2;7;14,1333333333333
3;7;20,9666666666667
4;7;23,3
1;8;7,13333333333333
2;8;14,2
3;8;20,9333333333333
4;8;23,6
