1;1;1,96666666666667
1;1;2
1;1;2,13333333333333
1;1;1,96666666666667
1;1;1,9
2;1;1,83333333333333
2;1;2,06666666666667
2;1;1,9
2;1;1,96666666666667
2;1;1,93333333333333
3;1;2,06666666666667
3;1;2
3;1;1,93333333333333
3;1;1,96666666666667
3;1;2,13333333333333
4;1;2,03333333333333
4;1;1,9
4;1;1,76666666666667
4;1;1,93333333333333
4;1;1,83333333333333
1;2;2,03333333333333
1;2;2,06666666666667
1;2;2
1;2;1,86666666666667
1;2;2,13333333333333
2;2;2,73333333333333
2;2;2,56666666666667
2;2;2,4
2;2;2,6
2;2;2,83333333333333
3;2;2,86666666666667
3;2;2,7
3;2;2,36666666666667
3;2;2,46666666666667
3;2;2,36666666666667
4;2;2,83333333333333
4;2;2,46666666666667
4;2;2,73333333333333
4;2;2,8
4;2;2,53333333333333
1;3;2
1;3;2,13333333333333
1;3;2,03333333333333
1;3;1,96666666666667
1;3;2,03333333333333
2;3;2,76666666666667
2;3;2,26666666666667
2;3;2,83333333333333
2;3;2,53333333333333
2;3;2,8
3;3;2,3
3;3;2,46666666666667
3;3;2,56666666666667
3;3;2,63333333333333
3;3;2,5
4;3;2,5
4;3;2,63333333333333
4;3;2,6
4;3;3
4;3;2,46666666666667
1;4;2
1;4;1,96666666666667
1;4;2
1;4;1,93333333333333
1;4;2,03333333333333
2;4;2,43333333333333
2;4;2,4
2;4;2,43333333333333
2;4;2,63333333333333
2;4;2,5
3;4;2,73333333333333
3;4;2,83333333333333
3;4;2,53333333333333
3;4;2,26666666666667
3;4;2,4
4;4;2,53333333333333
4;4;2,4
4;4;2,5
4;4;2,9
4;4;2,73333333333333
1;5;1,83333333333333
1;5;2,1
1;5;2,13333333333333
1;5;1,93333333333333
1;5;2
2;5;2,36666666666667
2;5;2,6
2;5;2,6
2;5;2,43333333333333
2;5;2,4
3;5;2,53333333333333
3;5;2,56666666666667
3;5;2,3
3;5;2,43333333333333
3;5;2,43333333333333
4;5;2,63333333333333
4;5;2,5
4;5;2,56666666666667
4;5;2,7
4;5;2,6
1;6;2,03333333333333
1;6;1,9
1;6;2
1;6;2,03333333333333
1;6;2,1
2;6;2,7
2;6;2,6
2;6;2,73333333333333
2;6;2,56666666666667
2;6;2,6
3;6;2,5
3;6;2,43333333333333
3;6;2,5
3;6;2,4
3;6;2,2
4;6;2,93333333333333
4;6;2,43333333333333
4;6;2,53333333333333
4;6;2,6
4;6;2,66666666666667
1;7;2,06666666666667
1;7;2,06666666666667
1;7;1,9
1;7;2,03333333333333
1;7;2,2
2;7;2,63333333333333
2;7;2,5
2;7;2,7
2;7;2,53333333333333
2;7;2,36666666666667
3;7;2,43333333333333
3;7;2,23333333333333
3;7;2,53333333333333
3;7;2,43333333333333
3;7;2,46666666666667
4;7;2,5
4;7;2,4
4;7;2,56666666666667
4;7;2,73333333333333
4;7;2,26666666666667
1;8;2
1;8;1,96666666666667
1;8;1,86666666666667
1;8;2,06666666666667
1;8;2,03333333333333
2;8;2,63333333333333
2;8;2,73333333333333
2;8;2,36666666666667
2;8;2,73333333333333
2;8;2,33333333333333
3;8;2,76666666666667
3;8;2,6
3;8;2,66666666666667
3;8;2,63333333333333
3;8;2,5
4;8;2,56666666666667
4;8;2,66666666666667
4;8;2,46666666666667
4;8;2,63333333333333
4;8;2,53333333333333
